ID,class,RTOE_X,RTOE_Y,RTOE_Z,V_RTOE_X,V_RTOE_Y,V_RTOE_Z,RHLX_X,RHLX_Y,RHLX_Z,V_RHLX_X,V_RHLX_Y,V_RHLX_Z,RHEE_X,RHEE_Y,RHEE_Z,V_RHEE_X,V_RHEE_Y,V_RHEE_Z,RPMT5_X,RPMT5_Y,RPMT5_Z,V_RPMT5_X,V_RPMT5_Y,V_RPMT5_Z,FS,FO
111,1,-1214.27744587533,525.59312781794,110.450216854559,2141.45509550647,2155.2978713449,243.883144463182,-1172.89659546955,548.114975023008,135.053927009543,2160.46746514924,2183.19799237207,314.219359570794,-1373.39612479892,535.338958963432,33.4259134250446,2232.87175548345,2232.93921472337,-17.3568491862085,-1268.69817787422,488.472403262857,57.0932993614601,2192.76780073777,2195.51851193216,109.867685351169,0,0
112,1,-1200.00107857195,525.457325994572,112.076104484314,2006.04815121583,2010.90558631857,139.685690358037,-1158.49347903522,547.845808958342,137.148722740015,2042.07944941925,2050.62976636197,187.066728600561,-1358.51031309569,535.809631897992,33.3102010971365,2063.745510083,2063.92231403732,-27.0145885295054,-1254.0797258693,488.66430420181,57.8257505971346,2031.84171594303,2032.16450263551,36.2188780270216,0,0
113,1,-1186.62742423051,525.396898534042,113.007342420034,1869.01359935076,1869.25992197702,30.3450383330542,-1144.87961603909,547.661799577802,138.395834264019,1921.42497920255,1922.13308518492,52.1694015587514,-1344.75200969514,536.342102422344,33.1301038402732,1891.3010292278,1891.65292057636,-36.4854596645042,-1240.53411442968,488.943558792406,58.0672097839814,1868.35539194725,1868.75352827383,-38.5730322572392,0,0
114,1,-1174.16733356818,525.402840361629,113.209642675588,1731.5082758343,1733.41968159081,-81.381098811238,-1132.07011617774,547.561338855313,138.743630274411,1799.2703655856,1801.39831458678,-87.5330755860944,-1332.14333616695,536.904549414107,32.8868674425098,1717.67020508854,1718.25167301296,-44.6976326321412,-1228.0784118167,489.288657574177,57.8100562355998,1703.98534671327,1707.68335934781,-112.322722455742,0,0
115,1,-1162.62394506261,525.468296524027,112.667102016846,1594.74771802652,1606.33702024909,-192.609289682309,-1120.07498040717,547.544744183055,138.16007643717,1676.44807336952,1691.99389721536,-228.8344500062,-1320.69220146636,537.467060473919,32.5888832249622,1545.07103192219,1545.9039442308,-50.7396403539381,-1216.71850950528,489.679479560336,57.0612380858948,1540.5197636165,1551.34084210719,-182.913275343303,0,0
116,1,-1151.9922936091,525.589045499095,111.383040085631,1459.96938906892,1490.56143291494,-300.437627928285,-1108.89865991804,547.614592367152,136.634513437129,1553.83642899603,1596.90614048123,-368.376944761073,-1310.39172792022,538.002668491436,32.250618955936,1375.7355432449,1376.7911241702,-53.9028259602922,-1206.44837774783,490.098086741469,55.8418162502728,1379.79956693125,1401.97550595066,-248.37164568838,0,0
117,1,-1142.25916434864,525.763677965581,109.380122566109,1328.39265759078,1387.90345519144,-402.055901823664,-1098.5397503914,547.775725887299,134.178667138722,1432.33740245317,1518.01676340832,-502.776749186327,-1301.22015763192,538.48823065338,31.8912667828673,1211.83341572691,1213.0231706396,-53.7120567115775,-1197.24971396829,490.529308846788,54.186005279017,1223.65308341958,1261.56181377473,-306.938660667445,0,0
118,1,-1133.40321329804,525.993463028436,106.699749887285,1201.17772840539,1299.11805984701,-494.853309783339,-1088.99083437504,548.034924301519,130.826822144146,1312.85327034734,1455.6492978362,-628.753663074274,-1293.14126819374,538.905116090183,31.5331864047902,1055.39522848055,1056.57623920501,-49.9425765563943,-1189.09202674549,490.961097905758,52.139747541234,1073.82805461232,1131.65748613842,-357.130193431833,0,0
119,1,-1125.39536177534,526.281921179591,103.400727822062,1079.38591403132,1223.70231752044,-576.518352262671,-1080.2384792394,548.400265736108,126.635131056984,1196.26300535818,1408.36007593925,-743.258316812542,-1286.10530000387,539.239677603142,31.2002358944142,908.239613227761,909.239139558379,-42.621800393089,-1181.93317304808,491.384649373042,49.7588795850218,931.925131255457,1013.271238703,-397.786567039689,0,0
120,1,-1118.19945568179,526.634149067333,99.5572721403112,963.94365435292,1159.9029072847,-645.125867998057,-1072.26339253701,548.880234418602,121.680075611567,1083.39925680491,1373.09820150389,-843.590375317182,-1280.05036924901,539.483492684123,30.9160905584603,771.908489135217,772.572155396577,-32.0159287714668,-1175.72033883971,491.794303086691,47.1069691380905,799.337030239508,906.761281694061,-428.107853311921,0,0
