ID,class,LTOE_X,LTOE_Y,LTOE_Z,V_LTOE_X,V_LTOE_Y,V_LTOE_Z,LHLX_X,LHLX_Y,LHLX_Z,V_LHLX_X,V_LHLX_Y,V_LHLX_Z,LHEE_X,LHEE_Y,LHEE_Z,V_LHEE_X,V_LHEE_Y,V_LHEE_Z,LPMT5_X,LPMT5_Y,LPMT5_Z,V_LPMT5_X,V_LPMT5_Y,V_LPMT5_Z,FS,FO
117,1,-797.16196217818,-410.472297469573,36.3511241965496,44.5820333135032,50.3136921907507,23.3218765861434,-739.569493522196,-439.705825060638,20.4857886976592,22.0913469352695,22.2010258041619,2.20407289866316,-970.621012298747,-397.455112747029,76.1436953084051,105.987090586513,332.033140779201,314.66290408103,-866.480888319943,-365.959118446819,30.6022813524305,48.8615174307995,130.707117712829,121.230782952001,0,0
118,1,-796.864748622756,-410.390571603336,36.5066033737906,52.6809252606199,58.803740894242,26.1266158704515,-739.422217875961,-439.711695066692,20.5004825169836,26.9672644258264,27.2408186380577,3.85082451678969,-969.914431694837,-397.268703092398,78.2414480022786,112.891160531404,348.307987522689,329.505751157667,-866.155144870404,-365.873696551708,31.4104865721105,53.4296034101885,138.489169273721,127.767474286515,0,0
119,1,-796.513542454352,-410.302028951218,36.6807808129269,60.2746479392124,66.3534708906398,27.7443672668703,-739.242436113122,-439.711737561787,20.5261546804289,31.0175600556704,31.4637128863931,5.2797913585918,-969.161823957961,-397.091462231785,80.4381530099964,121.184804106372,365.665312541267,345.000527607717,-865.798947514336,-365.782112988062,32.2622697340206,57.9669260850551,145.820643812579,133.803944792988,0,0
120,1,-796.111711468091,-410.208099380395,36.8657432613727,67.0551496921291,72.6578790625588,27.9781037533922,-739.035652379417,-439.706812754145,20.5613532894862,33.8322641479238,34.4213015233731,6.34065463403282,-968.353925263919,-396.925927813075,82.7381565273812,131.357661102493,384.438666080703,361.300778919162,-865.412501340436,-365.684328899741,33.1542960326405,62.4797921721608,152.6998592148,139.332417528526,0,0
121,1,-795.66467713681,-410.110539071847,37.052263953062,72.7303765274996,77.4730810671686,26.690272014504,-738.810103951765,-439.69825813948,20.6036243203797,34.9981199197316,35.6682698686788,6.88164787743375,-967.478207523235,-396.773794059435,85.1468283868423,143.943522397831,405.001126146731,378.558020044254,-864.995969392622,-365.580173343499,34.083178816164,67.0171867370925,159.182844608005,144.387931280083,0,0
122,1,-795.17980795996,-410.011443366793,37.2301990998254,77.045756766114,80.6438341128334,23.819725958856,-738.5767831523,-439.687872907084,20.649501972896,34.1262869784885,34.7894475709288,6.76034018021685,-966.518584040583,-396.63566080603,87.6705485204706,159.504054078093,427.764230911767,396.91396294435,-864.549188147708,-365.469311661994,35.0457650246979,71.6797341935262,165.393246813563,149.053486364719,0,0
123,1,-794.666169581519,-409.913238266975,37.3889972728844,79.8076701131947,82.1309459089583,19.3965993669952,-738.349274572443,-439.677864858482,20.6945709074307,30.8844909083234,31.4347287215264,5.85579978565249,-965.455223680063,-396.510805213103,90.3166416067663,178.609277451881,453.174632095777,416.492464737671,-864.071323253084,-365.351212819772,36.039454933796,76.6274843988526,171.530799349815,153.46349324934,0,0
124,1,-794.134118447431,-409.818643016719,37.518307935331,80.9079021852313,82.0353502380913,13.5539681522186,-738.143377966388,-439.670753520849,20.7336095726684,25.0323509421264,25.3629204960731,4.08156126994914,-964.264495163717,-396.396994676468,93.0932580383508,201.815471237882,481.706090223115,437.391441305235,-863.560473357092,-365.225117170331,37.0625448887916,82.0859679474211,177.877884681861,157.805056081953,0,0
125,1,-793.594732432863,-409.730596649452,37.6086677230125,80.3478545818109,80.6131910386439,6.53519957867097,-737.976495626773,-439.669224315916,20.7608199811347,16.4581688541034,16.5174926491841,1.39865699357351,-962.919058688798,-396.290359594275,96.0092009803857,229.641378923753,513.844591303685,459.674995075921,-863.013233570776,-365.090006217056,38.1145785960047,88.3499857961851,184.803737249511,162.316669850019,0,0
126,1,-793.059080068984,-409.652142547023,37.6522357202036,78.2610888445106,78.2719516987026,-1.30399217622426,-737.866774501079,-439.675930495067,20.7701443610919,5.21506051117626,5.64935099781139,-2.17216724983196,-961.388116162639,-396.185343596018,99.0737009475585,262.543789921995,550.065391486868,483.366003443557,-862.424233665468,-364.944575960263,39.1966897283381,95.7846481123966,192.765744800808,167.283990730119,0,0
127,1,-792.537339476687,-409.58626697877,37.6435424390288,74.9326504195551,75.5324025837414,-9.49956531495673,-737.832007431005,-439.693242088129,20.755663246093,-8.44600462876315,10.6820908533927,-6.54003599462936,-959.637824229826,-396.074746520992,102.296140970516,300.893701491964,590.80254694491,508.439406300355,-861.785669344718,-364.787215400714,40.3119163332056,104.823257128038,202.307057502105,173.032454413122,0,0
128,1,-792.03778847389,-409.535690250844,37.5802120035958,70.8135656625188,72.9414320162622,-17.4897519348654,-737.88831412853,-439.722944300153,20.7120630061288,-24.0488833383154,26.6727654997759,-11.536361193467,-957.631866219879,-395.9498718377,105.685737012518,344.954344691843,636.413467019163,534.81641811146,-861.086847630532,-364.615991711442,41.4654660292931,115.961738879201,214.049365836477,179.916664406358,0,0
129,1,-791.56569803614,-409.502612437857,37.4636136573633,66.5289480923832,70.9426284696584,-24.6324095432211,-738.048640017452,-439.765891531573,20.6351539315057,-40.873319384167,44.2336277769688,-16.9111084447858,-955.332170588601,-395.800785383119,109.251179799928,394.862359943266,687.142568620634,562.359872599919,-860.313769371337,-364.428643507182,42.6649104586688,129.749467366088,228.679507986655,188.306646434041,0,0
130,1,-791.122171715524,-409.488419557713,37.2993975937419,62.8783022638686,69.7672363098035,-30.2288995287878,-738.321128813347,-439.821627336286,20.5224132085405,-57.9468951980175,62.101872579841,-22.3338289335436,-952.699754855645,-395.616686407709,113.00024561726,450.613328394911,743.088673918533,590.870887401693,-859.44877292223,-364.222583542218,43.9202881015624,146.776488310428,246.928900945559,198.571258246102,0,0
131,1,-790.702983033765,-409.493360289479,37.0978715968833,60.8268814505436,69.4677636703827,-33.5538475046551,-738.707441448,-439.887984953739,20.3735210156502,-74.0500290475893,78.9568042678069,-27.4001850036811,-949.695665999679,-395.386385155371,116.939384866605,512.052701777554,804.180249097865,620.087012959804,-858.47026300016,-363.994912054843,45.2440964898697,167.657332651356,269.545889465124,211.059246032429,0,0
132,1,-790.297470490762,-409.516207662668,36.8741792801856,61.4873379850451,70.2082993809663,-33.8897118530127,-739.201108308317,-439.960687286849,20.1908531156256,-87.735608748892,93.2679268680718,-31.6444171968664,-946.281981321162,-395.098873885983,121.073298286337,578.872929696342,870.161236035588,649.682005263926,-857.352547449151,-363.742441844426,46.6511581300859,193.011804433291,297.262689624596,226.078636744505,0,0
133,1,-789.887554904195,-409.553924248128,36.6482478678322,66.0913931602011,72.8167006935769,-30.5646797797998,-739.786012366643,-440.03296903616,19.9798903343132,-97.3640926429482,103.315102969022,-34.5578350785333,-942.42282845652,-394.743970739823,125.404511654763,650.617269802535,940.588616668842,679.267336209906,-856.065802086262,-363.461736003032,48.158349041716,223.443324058655,330.759880558403,243.875336023608,0,0
134,1,-789.44694561646,-409.601352898566,36.4444833359668,75.9518284007243,79.3556224705067,-22.9920547204578,-740.435106317596,-440.095246803261,19.749504767123,-101.153980568535,107.239973981366,-35.6129784582061,-938.08537999117,-394.313008599299,129.932960562829,726.690400043299,1014.84144661678,708.395528116993,-854.576179925871,-363.149159009843,49.7841846152067,259.515594605153,370.631660459959,264.611949639543,0,0
135,1,-788.940600093788,-409.650957643795,36.2912029711638,92.4157329071306,93.0341384035613,-10.7090251531542,-741.109466188053,-440.134864995247,19.5120849107349,-97.2465093124583,103.115794108523,-34.2926146739089,-933.240777324214,-393.799534633117,134.655597416943,806.375555952059,1092.14013773475,736.565369274375,-852.846075961837,-362.800941612972,51.5482642794703,301.728523592863,417.354335420408,288.347948396866,0,0
136,1,-788.324495207741,-409.692640574648,36.2198094701427,116.81059812239,116.996198438616,6.58745894692672,-741.757776250136,-440.135945964524,19.2834674795755,-83.7823233348786,89.0327321368965,-30.122245739158,-927.864940284534,-393.199981055869,139.566033212105,888.85751675698,1171.57425827057,763.22903348002,-850.834552471218,-362.413259550564,53.4705839354494,350.494462505856,471.25942222981,315.022340149243,0,0
137,1,-787.545757886925,-409.713660126375,36.2637258631223,150.385481482272,153.158001611421,29.0100054627583,-742.316325072369,-440.079371714758,19.0826525079812,-58.9867919981373,63.2054476386959,-22.7043383734568,-921.939223506154,-392.514264347996,144.654226768639,973.250391327957,1252.13692354046,787.801085981324,-848.497922721179,-361.982325687654,55.5707328697777,406.115909534606,532.512007152493,344.43998865471,0,0
138,1,-786.543188010377,-409.698673855535,36.4571258995406,194.250020968906,202.28820364481,56.4574768070969,-742.709570352356,-439.942921478149,18.9312902521581,-21.2596786729819,24.2916850244377,-11.7521072173483,-915.450887563968,-391.746269260846,149.906234008514,1058.62883798774,1332.76382216226,809.669308449625,-845.790483324282,-361.504494562865,57.8669994608091,468.765847213172,601.094818273845,376.262622435693,0,0
139,1,-785.248187870584,-409.629924470364,36.8335090782546,249.31451614458,264.589982333888,88.6009638268206,-742.85130154351,-439.701584409293,18.8529428707091,30.7358919593355,30.8704876549272,2.87957523205566,-908.393361977383,-390.904175789123,155.304029398178,1144.06111764028,1412.37496118937,828.207214468902,-842.665377676194,-360.976377658029,60.3754169437137,538.471848527257,676.798615472443,410.005407585137,0,0
140,1,-783.586091096287,-409.487581549636,37.4241821704334,316.234551340733,339.999162739886,124.880499687295,-742.646395597114,-439.328059567337,18.8721400389228,97.990685995768,100.25111727492,21.1686554355385,-900.766287859781,-390.000592189089,160.825410827971,1228.64224884782,1489.9172724653,842.788053508484,-839.075565352679,-360.394966946769,63.1087863276146,615.104979015445,759.219658304853,445.039722212464,0,0
141,1,-781.477860754015,-409.250243265091,38.2567188350154,395.363680926005,428.22552418787,164.513401796378,-741.993124357142,-438.793446444963,19.0132644084931,181.078443753182,186.092753506323,42.9081590783241,-892.575339534129,-389.052465114466,166.443997851361,1311.52552003395,1564.40629559774,852.800016419746,-834.974865492576,-359.757763481652,66.075717809031,698.374349033321,847.764987177395,480.602478245976,0,0
142,1,-778.842102881175,-408.895592879923,39.3534748469912,486.717496353856,528.717447622365,206.514450253106,-740.785934732121,-438.068118887765,19.2993188023486,280.102080418317,288.167024946593,67.6982925331282,-883.831836067236,-388.080748847795,172.129331294159,1391.95072200997,1634.96525016352,857.662262629172,-830.31903649902,-359.062906992778,69.2797343306709,787.827934927418,941.666012766545,515.812005044128,0,0
