ID,class,LTOE_X,LTOE_Y,LTOE_Z,V_LTOE_X,V_LTOE_Y,V_LTOE_Z,LHLX_X,LHLX_Y,LHLX_Z,V_LHLX_X,V_LHLX_Y,V_LHLX_Z,LHEE_X,LHEE_Y,LHEE_Z,V_LHEE_X,V_LHEE_Y,V_LHEE_Z,LPMT5_X,LPMT5_Y,LPMT5_Z,V_LPMT5_X,V_LPMT5_Y,V_LPMT5_Z,FS,FO
224,2,-289.642158981864,338.561387250112,30.8808357094838,58.4640497142971,62.470614933564,22.0121016984255,-252.196265499374,305.36000461359,18.5092467871213,3.48223354196619,10.4118737489571,9.81229659781171,-431.231806283894,350.518490436843,73.365932713368,96.8185627631783,271.044141685267,253.162186446507,-347.736553504459,381.344560573132,24.0877595060755,22.6869871302199,91.577255642955,88.7225696542226,0,0
225,2,-289.252398650435,338.665992889042,31.02758305414,58.9745804549238,61.5066834430577,17.4662808957782,-252.173050609095,305.486005636444,18.5746620977734,0.929241178221218,7.86221268359671,7.80710568103231,-430.586349198806,350.305544467642,75.0536806230113,109.038058328085,288.528611289958,267.131917540665,-347.585306923591,381.258400304495,24.6792433037703,23.9723950774362,93.8405297208437,90.7268939870635,0,0
226,2,-288.859234780736,338.794592999832,31.1440249267785,58.5655045014903,59.8071053881024,12.1231818178854,-252.166855667906,305.62789353516,18.6267094689802,-2.24803564502167,5.3189390726656,4.82052368497872,-429.859428809952,350.140222063556,76.8345600732824,124.109063739328,309.12904027054,283.121358848697,-347.425490956408,381.187378018945,25.284089263684,25.6105246536663,97.1838946544975,93.7486554953212,0,0
227,2,-288.468798084059,338.944642664948,31.2248461388977,57.3387661009775,57.6752713788123,6.22115991090411,-252.181842572207,305.783232686839,18.6588462935468,-6.00434710805473,6.0640312891684,0.848699759637128,-429.03203505169,350.023627290591,78.7220357989404,142.401126837123,333.194754024592,301.231909307473,-347.254754125383,381.133034295828,25.9090803003195,27.9224292340785,101.953873105238,98.0557504016305,0,0
228,2,-288.086539643386,339.11280421366,31.2663205383038,55.4916171688205,55.4916725269101,0.0783825419977902,-252.221871552927,305.948540863022,18.6645042919443,-10.2230128302224,10.9951795354267,-4.04771314316772,-428.082694206109,349.956842056425,80.7302485276569,164.246539166473,361.039345894038,321.515915088867,-347.068604597156,381.097013456199,26.562785302997,31.2827224670031,108.532215587684,103.926094391274,0,0
229,2,-287.716595528927,339.295106942814,31.2668430885838,53.3261042745266,53.6527159102622,-5.91105129817127,-252.290024971795,306.119441538324,18.6375195376566,-14.7003974663306,17.6319721937369,-9.73574639011368,-426.987717278333,349.940887696083,82.8736879615827,189.923571317343,392.917546531869,343.966910371753,-346.860053114043,381.081060074366,27.2556259322722,36.1122843096979,117.333488865282,111.638033533535,0,0
230,2,-287.361088167097,339.487167203471,31.2274360799293,51.2542685866407,52.4821711456802,-11.2861968710881,-252.388027621571,306.29091059446,18.5726145617225,-19.1325454836061,24.9447206066822,-16.0057736290121,-425.721560136217,349.976633779454,85.1668006973944,219.640548882012,429.001215923993,368.51061389202,-346.619304551978,381.08700706181,27.9998794891624,42.8684565591425,128.801837685212,121.458671256212,0,0
231,2,-287.019393043186,339.684463400247,31.1521947674554,49.7981684883484,52.1646958271152,-15.5337666372812,-252.515577924795,306.457616031364,18.4659094041957,-23.1053384531435,32.3006029696608,-22.571492798868,-424.257289810337,350.064657628302,87.6235381233412,253.52167532003,469.357022008944,394.997182587458,-346.333514841584,381.116756277046,28.8096039642039,52.0329797323058,143.403326328764,133.63039707466,0,0
232,2,-286.687405253264,339.882656130791,31.0486363232068,49.5840493373265,52.7870695241257,-18.1079198214054,-252.669613514482,306.614342115797,18.3154327855366,-26.0895074905775,39.0642173871352,-29.0749149434431,-422.567145308204,350.205062747355,90.2568526739242,291.595487852854,513.928143532001,423.195236478514,-345.986628310035,381.172253283403,29.7004732780349,64.0980368662724,161.610894735483,148.356068184262,0,0
233,2,-286.356844924348,340.077939356289,30.9279168577308,51.3302660606996,54.5470158514108,-18.4548292983667,-252.843543564419,306.756481548851,18.121600019247,-27.4416972709986,44.5514474914165,-35.096790800119,-420.623175389185,350.397268664315,93.0781542504476,333.786753629289,562.521739965207,452.788152489775,-345.55930806426,381.255458289418,30.6895137325967,79.5508705412175,183.881737877368,165.783450684728,0,0
234,2,-286.01464315061,340.267404460795,30.8048846624083,55.8289004379276,58.0877251164205,-16.0411248075938,-253.026488212893,306.880571273637,17.8876214139129,-26.4125311078871,48.0776242125141,-40.1725795835246,-418.397930364989,350.639788189303,96.0967419337128,379.912475734673,614.803236754155,483.373076106373,-345.028968927319,381.36831540595,31.7947367371615,98.8575218942913,210.629920980568,185.989660941677,0,0
235,2,-285.642450481024,340.449395686937,30.6979438303577,63.921389742967,64.7594853545185,-10.3849350845259,-253.202571753612,306.98484014906,17.6198042166894,-22.1622715345575,49.0999440474777,-43.8136762426298,-415.865180526758,350.930010548531,99.3192291077553,429.682486706707,670.297871098756,514.46301773506,-344.369918781357,381.512722123413,33.034667810106,122.446300195682,242.198416141889,208.966447904989,0,0
236,2,-285.216307882737,340.623833099148,30.6287109297942,76.4688763615226,76.4766148809933,-1.08792079764459,-253.350320230509,307.069730635639,17.3277130417385,-13.7842192250176,47.5738965709567,-45.5331849896396,-413.00063061538,351.264009996193,102.748982559322,482.704870377913,728.39949699484,545.492287146003,-343.553610113386,381.690500380031,34.427777462806,150.691625457091,278.834199709997,234.60721417939,0,0
237,2,-284.706515373661,340.792478271091,30.6214581244766,94.3183750855439,95.0956321736269,12.1335641805851,-253.442215025343,307.138352639347,17.0241584751409,-0.335466146518115,44.8763410042555,-44.8750871240911,-409.782598146194,351.636399229014,106.385597806962,538.496184855435,788.38633167756,575.825378801716,-342.548999277005,381.903369829492,35.9918255573352,183.898892618652,320.668595690779,262.6966797581,0,0
238,2,-284.077726206424,340.959118608069,30.7023485523471,118.266209655155,121.870604471387,29.4201952410962,-253.444451466319,307.196826443023,16.724991227647,19.1259525292807,45.645477641219,-41.4452357810005,-406.192623580491,352.040245185452,110.22443366564,596.496177707419,849.443081057383,604.769260079163,-341.323006659547,382.152923032053,37.7431367557226,222.290983597267,367.703766426216,292.904043084735,0,0
239,2,-283.289284808723,341.129648784715,30.8984831872878,149.020465454961,157.423911032535,50.7463165201782,-253.316945116124,307.254473783347,16.4486896557736,45.4990391604738,57.3683192522658,-34.9422593617465,-402.215982395775,352.467061674696,114.256228732835,656.086408795341,910.688663267033,631.588842204427,-339.841066768899,382.440601419743,39.6958303762875,265.997003729544,419.805558209832,324.780388433129,0,0
240,2,-282.295815039023,341.312032257141,31.236791964089,187.164414621591,201.969911950084,75.9034072521231,-253.013618188388,307.323821941174,16.2157412600286,79.595011955206,83.4847957878231,-25.1862105046618,-397.842073003806,352.906888916152,118.466821014198,716.611947288581,971.208537712648,655.525240344876,-338.067753410702,382.767670164478,41.8610329658417,315.043743977387,476.702677731499,357.760929025364,0,0
241,2,-281.048052274879,341.516132093914,31.7428146791031,233.122969731551,255.469957655466,104.492010450694,-252.482984775353,307.420395244323,16.0478331899976,122.092185928889,122.694527018139,-12.1426972007991,-393.064660021882,353.348464733214,122.836989283164,777.405106730302,1030.09044492441,675.816265529477,-335.967461784186,383.135189638739,44.2461058260108,369.350272762327,537.992122304124,391.172467936703,0,0
242,2,-279.493899143335,341.753408190037,32.4394280821078,287.134194611838,317.680971959037,135.9233395317,-251.66903686916,307.562281326202,15.9668818753256,173.493357369516,173.540848644006,4.05969170446072,-387.881959310347,353.779486163539,127.34243105336,837.810042086261,1086.46218397983,691.718447489761,-333.505126632437,383.54398110482,46.8539222789221,428.725945307727,603.150715386997,424.246213055394,0,0
243,2,-277.579671179256,342.036486845129,33.3455836789858,349.227735228092,388.158412735366,169.431231845538,-250.512414486697,307.769475163011,15.9939464866886,234.088598758935,235.227620552034,23.1205839383506,-382.296559029772,354.186954003112,131.953887369959,897.206967269557,1139.52991412665,702.529773797841,-330.646953663719,383.994584660068,49.6822303659581,492.87198831104,671.552436099689,456.135810444376,0,0
244,2,-275.251486277736,342.378618117842,34.4751252246227,419.211729419953,466.254254078147,204.094476560982,-248.951823828304,308.063021296651,16.1480837129443,303.92625324499,307.17677574763,44.5690940806751,-376.315179247975,354.557586706151,136.637419195277,955.034766436924,1188.61537446586,707.612254920303,-327.361140408312,384.487208306659,52.7231357689206,561.386678464038,742.490981990001,485.940176955549,0,0
245,2,-272.456741414936,342.793045619294,35.8357550683626,496.669322177186,551.124980366969,238.868851867602,-246.925648806671,308.463992417781,16.4452110068155,382.79455891177,388.748320236996,67.7759703333678,-369.948280805062,354.878284538894,141.354834228079,1010.81086639699,1233.19037032463,706.413393017974,-323.618562551885,385.021668250708,55.9627369486242,633.773989908482,815.206702776018,512.730434016189,0,1
246,2,-269.145612600421,343.292321725512,37.4282140808132,580.965375889002,641.752702032378,272.627516190147,-244.373685080592,308.992359120555,16.8970508090379,470.215738388347,479.126853980684,91.9766360405102,-363.209541695749,355.13662033822,146.064256848199,1064.14740300029,1272.90686848419,698.485648042937,-319.393402619162,385.597322055153,59.3809398420655,709.455443514287,888.916727711269,535.579986998074,0,0
247,2,-265.272510094495,343.887607821719,39.2457308554142,671.263356673995,736.978195144636,304.207767989915,-241.238913491337,309.665819575761,17.5102283826413,565.453589492377,577.290609239512,116.304280429889,-356.115225675747,355.321330020978,150.720827835152,1114.762937632,1307.62106070986,683.503058730584,-314.6636996624,386.212997915367,62.9514730887193,787.784755446171,962.846814844322,553.596575081957,0,0
248,2,-260.797421050002,344.588003459463,41.2737826420136,766.551742028507,835.543140183912,332.461675838666,-237.469222894721,310.498667624543,18.2855902521739,667.534664609545,682.022959810644,139.831288535483,-348.6834727582,355.422774425773,155.277514893356,1162.48924258178,1337.40978050029,661.274286404264,-309.411801292759,386.866924906022,66.642116922599,868.064759572863,1036.26320622026,565.954950286331,0,0
