ID,class,RTOE_X,RTOE_Y,RTOE_Z,V_RTOE_X,V_RTOE_Y,V_RTOE_Z,RHLX_X,RHLX_Y,RHLX_Z,V_RHLX_X,V_RHLX_Y,V_RHLX_Z,RHEE_X,RHEE_Y,RHEE_Z,V_RHEE_X,V_RHEE_Y,V_RHEE_Z,RPMT5_X,RPMT5_Y,RPMT5_Z,V_RPMT5_X,V_RPMT5_Y,V_RPMT5_Z,FS,FO
78,2,-1073.78965884006,372.76251071927,56.4703187701733,3308.64542564594,3325.91387042165,338.479719946804,-1011.61244658372,376.214209667498,71.8151097948302,3237.45178529772,3298.76221524785,633.038774973122,-1255.97959569384,444.693451642278,40.5247531996215,3192.0756416185,3206.00704811935,-298.553664818943,-1157.39162918316,363.722305071548,30.6996865689349,3403.65183766236,3403.65230492196,-1.7834736470574,0,0
79,2,-1051.73202266909,375.517699439218,58.7268502364853,3056.37058980489,3069.41278375601,282.654656534379,-990.029434681735,379.708278493748,76.035368294651,2996.08771981944,3043.54353685338,535.364955772327,-1234.69909141639,445.217000194832,38.5343954341619,2953.61012378897,2965.28532682223,-262.876979057689,-1134.70061693208,365.519497569173,30.6877967446211,3137.46579536249,3137.47286587205,-6.6608568328073,0,0
80,2,-1031.35621873705,378.240560320669,60.6112146133812,2787.74169842438,2796.42899777489,220.252951086327,-970.055516549605,383.074392146727,79.6044679997999,2739.54635473169,2772.54671455322,426.498598656747,-1215.00835725779,445.949514815823,36.7818822404439,2698.47318332975,2707.90393215978,-225.801206056645,-1113.78417829633,367.387511798085,30.6433910324024,2853.68856432718,2853.72034197912,-13.4672957080774,0,0
81,2,-1012.77127408089,380.922780141287,62.0795676206234,2509.30719684314,2513.94783106787,152.67969479293,-951.791874184727,386.307025277986,82.4477919908448,2474.10863784668,2493.30382799279,308.788644247041,-1197.01853603559,446.884416302497,35.276540866733,2432.66697682288,2439.95171602067,-188.403175099675,-1094.75958786748,369.317631967683,30.5536090610152,2559.20388230522,2559.29987092642,-22.165696873013,0,0
82,2,-996.042559435271,383.554661413322,63.0974322525762,2227.44486273642,2228.94070890137,81.6459874512461,-935.297816599083,389.403074213176,84.5063829524918,2205.84513830862,2213.58994856074,185.007259774806,-1180.80075619011,448.005523059282,34.0205196994018,2162.10355888624,2167.41648829219,-151.665534556598,-1077.69822865212,371.296176115058,30.4058377485285,2260.73450656485,2260.9688115837,-32.5493130682846,0,0
83,2,-981.192927017028,386.12497934504,63.6417388355845,1948.18260388262,1948.2039037169,9.11001574625203,-920.592182343692,392.361088914073,85.7397646843238,1940.44651356004,1941.32105179433,58.2645188130257,-1166.3867324642,449.288032686497,33.0094161356911,1892.44703893954,1896.02610099746,-116.443894097471,-1062.62666527502,373.304957383279,30.1888423280733,1964.65346588707,1965.15173427206,-44.2503976299138,0,0
84,2,-968.205042991144,388.621022988518,63.7024722738929,1677.04145886669,1678.21707661527,-62.80526638261,-907.655872253291,395.180533902385,86.128194809744,1683.07862582363,1684.45599042584,-68.105234579653,-1153.77041887127,450.69997810133,32.2331235083747,1628.9706830307,1631.10657340111,-83.4455967610475,-1049.52897550244,375.322053339108,29.8938396772072,1676.81875095446,1677.77927470804,-56.7641708064276,0,0
85,2,-957.0247665987,391.028825281259,63.2837704980088,1418.90326095245,1425.02192174354,-131.912901219519,-896.435348081134,397.861140868178,85.6741599125463,1438.26419461916,1450.84894762048,-190.679771575194,-1142.91061431773,452.204049587718,31.6768195299677,1376.43110601243,1377.45959473898,-53.2197852292938,-1038.35018382941,377.322827213997,29.515411871831,1402.43401514709,1404.15434366369,-69.4856387177525,0,0
86,2,-947.565411525683,393.333571158741,62.4043511565454,1177.90491041913,1194.11264753878,-196.074060045105,-886.846920117006,400.402403631504,84.4029614353784,1209.79214048109,1247.91594368857,-306.099949922121,-1133.73440694432,453.759655528251,31.3220209617724,1138.96170934487,1139.26203921043,-26.1575731313695,-1029.00062372843,379.281129042957,29.0521742803793,1145.93721578215,1148.84989239856,-81.7555670864241,0,0
87,2,-939.712712122889,395.520157572535,61.0971907562447,957.36087482137,990.30668535398,-253.313020624775,-878.781639180466,402.803249601392,82.3622951025642,1000.65529744966,1081.85821025009,-411.225197150473,-1126.14132888202,455.325085327786,31.1476371408966,919.98762723025,919.991025432081,-2.50052371023983,-1021.36104228988,381.170594137286,28.5071371664698,910.918682195762,915.64475748171,-92.9111205963862,0,0
