ID,class,RTOE_X,RTOE_Y,RTOE_Z,V_RTOE_X,V_RTOE_Y,V_RTOE_Z,RHLX_X,RHLX_Y,RHLX_Z,V_RHLX_X,V_RHLX_Y,V_RHLX_Z,RHEE_X,RHEE_Y,RHEE_Z,V_RHEE_X,V_RHEE_Y,V_RHEE_Z,RPMT5_X,RPMT5_Y,RPMT5_Z,V_RPMT5_X,V_RPMT5_Y,V_RPMT5_Z,FS,FO
71,2,-374.976419976494,72.9934659534549,26.9426713234783,1.99536647466516,49.5216719741219,-49.4814562007255,-334.539103942456,87.3841678873676,15.281081614378,-55.3523204436857,58.8534013178872,-19.9960863216734,-487.043822458674,119.200534246143,82.0396395149147,365.984586309136,671.072121549914,562.488288683092,-434.862729606566,65.5655957127446,37.9577352427083,63.6441668194635,238.684527778384,230.042873896685,0,0
72,2,-374.963117533329,72.8186070313145,26.6127949488068,-12.4590652219382,54.8519339660774,-53.4182211760594,-334.908119412081,87.234592519321,15.1477743722335,-72.3975134604274,76.7246087200188,-25.4020792059867,-484.603925216614,119.440598389057,85.7895614394686,407.476000670462,696.934545187685,565.403456969951,-434.438435161103,65.6631749962247,39.4913544020195,68.7984434074224,246.236847898185,236.430453722759,0,0
73,2,-375.046177968142,72.6506614122334,26.2566734742997,-24.7179470756777,59.3899158023167,-54.0017147076856,-335.390769501817,87.0483200045605,14.9784271775269,-89.0351810862086,94.432571309988,-31.4681911326661,-481.887418545477,119.694052694509,89.5589178192683,454.083002473226,727.942196137303,568.953836248689,-433.97977887172,65.7750459235928,41.0675574268379,78.6085841614693,258.216204582155,245.959953661044,0,0
74,2,-375.21096428198,72.4896088116792,25.8966620429151,-33.401956414005,60.4775410849134,-50.4166865570745,-335.984337375725,86.8219227888214,14.7686392366425,-104.103096797854,110.751241031462,-37.7939496097675,-478.860198528989,119.949706177548,93.3519433942595,506.028495159035,765.057953849031,573.802086816307,-433.455721643977,65.8977636317493,42.7072904512449,94.1062246511166,275.829398241001,259.279531424882,0,0
75,2,-375.433643991407,72.3351803260918,25.5605507992013,-36.9308902730097,55.8758064285273,-41.9310754415049,-336.678358021044,86.5526965430833,14.5166795725774,-116.157567063206,124.159927296634,-43.853245720952,-475.486675227929,120.196276934993,97.1772906397016,563.505283262961,809.033045098593,580.513792942279,-432.82834681297,66.0279390518747,44.4358206607441,116.394140132138,300.353017781295,276.88325957564,0,0
76,2,-375.67984992656,72.1869506150051,25.2810102962579,-33.566672279639,43.6800743746369,-27.9504456036953,-337.452741801465,86.2390884121315,14.2243246011043,-123.496625804262,132.87002101624,-49.0206680882475,-471.729973339509,120.42281144174,101.04738259265,626.662272995401,860.371928722078,589.520357016775,-432.052385878756,66.1623751242015,46.281709057915,146.609120649995,333.06894070088,299.066355516366,0,0
77,2,-375.903627741758,72.0444572506242,25.0946739922333,-21.4719617773397,22.9383420410045,-8.06984467152709,-338.276052640161,85.8811461615527,13.8975201471827,-124.202269575508,134.884269755157,-52.6076273906618,-467.552224852873,120.619073767298,104.977518306095,695.587148135056,919.318621561267,601.086721945052,-431.074991741089,66.2981729558812,48.2754847613574,185.8758862386,375.170494887867,325.888102190648,0,0
78,2,-376.046774153607,71.9073396928549,25.0408750277565,1.2179245907987,17.9219694360591,17.8805382513548,-339.104067770664,85.4809532962065,13.546802631245,-116.201153986538,128.096196279511,-53.9066537031927,-462.914977198639,120.775883273054,108.984763119062,770.286932938797,985.859193940698,615.285617596532,-429.835819166165,66.4327996959978,50.4480721092951,235.254362775237,427.66488078536,357.145117637598,0,0
79,2,-376.038654656335,71.7754870349229,25.1600786160988,36.3130597635944,61.6329184233082,49.7993807589992,-339.878742130574,85.0430101735273,13.1874249398903,-97.3419686876042,110.474596989184,-52.2415324425319,-457.779730979047,120.885382855136,113.086667236373,850.668163801444,1059.73334935811,631.979783566245,-428.267456747663,66.564112423031,52.8290395602124,295.683212517554,491.296964415511,392.357165194157,0,0
80,2,-375.796567591244,71.6491808691039,25.4920744878255,85.4810518279947,122.174963096525,87.2909582145645,-340.527688588492,84.5745187370471,12.8391480569401,-65.4864806420534,80.618782714485,-47.020303906752,-452.108609887038,120.94122474153,117.299865793481,936.518580162621,1140.44946726606,650.813288430435,-426.29623533088,66.6903354436381,55.4447539948401,367.922928303875,566.50466945397,430.767059257614,0,0
